ordno,itcode,itunit,itqty,itrte,itamnt,bcamnt,itemdesc,ordte,ccode,refno,clsup,tramnt,name
180004,FLEXDUCTR60014 ,NOS  ,5.0,41.96,209.8,209.8,"ATCO FLEX DUCT R6 14""",2018-01-09,02 ,                                                                                                                                                      ,CR00136,849.1,"CR Solar Supply, Inc                                        "
170496,SPIRACOUSTIC01 ,NOS  ,15.0,40.0,600.0,600.0,1X48X120 SPIRACOUSTIC VSD,2017-12-31,02 ,                                                                                                                                                      ,CR00192,600.0,
180012,ELECTRODE02428 ,NOS  ,250.0,6.85,1712.5,1712.5,ELECTRODE FP 2428 9.5 TUFF ALLOY,2018-01-18,01 ,                                                                                                                                                      ,CR00172,1712.5,CR T. J. SNOW CO.                                           
180019,GISLIT53940026 ,LBS  ,25000.0,0.5795,14487.5,14487.5,"GALVANIZED SLIT COIL 26GA - 5.394"" G90 AS PER ASTM 653",2018-01-29,02 ,                                                                                                                                                      ,CR00194,14487.5,
180020,BLACKSTEEL0016 ,NOS  ,5.0,61.56,307.8,307.8,Black steelsheets 16Ga,2018-01-29,02 ,                                                                                                                                                      ,CR00055,307.8,"CR Curtis Steel Company, Inc.                               "
180021,FLEXDUCTR60008 ,NOS  ,10.0,22.23,222.3,222.3,"8"" Flex ATCO R6",2018-01-29,02 ,                                                                                                                                                      ,CR00136,1856.4,"CR Solar Supply, Inc                                        "
180021,FLEXDUCTR60006 ,NOS  ,10.0,19.29,192.9,192.9,"6"" Flex ATCO R6",2018-01-29,02 ,                                                                                                                                                      ,CR00136,1856.4,"CR Solar Supply, Inc                                        "
180021,ULDUCTTAPEROLLS,NOS  ,5.0,228.24,1141.2,1141.2,UL LISTED DUCT TAPE ROLLS,2018-01-29,02 ,                                                                                                                                                      ,CR00136,1856.4,"CR Solar Supply, Inc                                        "
180021,PANDUITTIE0000 ,BOX  ,5.0,60.0,300.0,300.0,PANDUIT TIE,2018-01-29,02 ,                                                                                                                                                      ,CR00136,1856.4,"CR Solar Supply, Inc                                        "
170497,DUCTWRAPR60000 ,NOS  ,4.0,58.35,233.4,233.4,"DUCT WRAP R6 2.3""X48X75",2017-12-31,02 ,                                                                                                                                                      ,CR00136,233.4,"CR Solar Supply, Inc                                        "
170498,FLEXFLOWELBOWS ,BOX  ,2.0,92.75,185.5,185.5,FLEX FLOW ELBOWS,2017-12-31,02 ,                                                                                                                                                      ,CR00050,185.5,CR Coastal HVAC Supply ( Vendor )                           
180110,PRESSONTAPWD06 ,NOS  ,20.0,7.6095,152.19,152.19,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 6""",2018-03-29,02 ,                                                                                                                                                      ,CR00192,752.18,
180110,PRESSONTAPWD08 ,NOS  ,20.0,8.2505,165.01,165.01,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 8""",2018-03-29,02 ,                                                                                                                                                      ,CR00192,752.18,
180110,PRESSONTAPWD10 ,NOS  ,20.0,10.2195,204.39,204.39,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 10""",2018-03-29,02 ,                                                                                                                                                      ,CR00192,752.18,
